serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.899319691,62,0,0.496601139,10885.0,7,0,2,0,0.0,9000.0
0,0.7774612890000002,47,0,1.122247318,7083.0,12,0,2,0,0.0,8000.0
0,0.183712379,51,1,0.332133573,5000.0,9,0,2,1,0.0,28306.0
0,0.16076518,25,0,1250.0,8300.0,8,0,0,0,0.0,8300.0
1,0.023351826000000003,53,0,5.0,3584.0,2,2,0,0,2.0,3584.0
0,0.010094597,72,1,0.237173993,8166.0,9,0,2,0,0.0,28306.0
0,0.050183719,58,0,1528.0,8333.0,8,0,1,0,0.0,8333.0
0,0.9999999,48,0,0.039588689,5834.0,3,0,0,0,2.0,2206.0
0,0.755756106,47,0,0.220772193,31416.0,11,0,3,0,1.0,4000.0
0,0.9999999,32,0,0.946872322,3500.0,6,1,2,0,2.0,4830.0
0,0.029037051,78,0,0.00469953,10000.0,8,0,0,0,0.0,8300.0
0,0.044645173,46,0,0.204909919,5050.0,12,0,2,0,2.0,8000.0
0,0.005999931,47,0,0.283992501,11200.0,10,0,2,0,3.0,4250.0
1,0.953967923,32,1,0.091396477,3916.0,7,3,0,1,0.0,3614.0
0,0.008455844,79,0,0.001142748,10500.0,8,0,0,0,0.0,8300.0
0,0.048550653,81,0,0.159157689,4083.0,8,0,1,0,0.0,8333.0
0,0.074697913,56,0,0.5513359720000001,8083.0,14,0,4,0,2.0,646.0
0,0.051713174,61,0,2674.0,7203.0,7,0,1,0,0.0,7203.0
0,0.45205834799999994,32,0,0.358453962,6700.0,12,0,0,0,2.0,1300.0
0,0.9999999,72,0,0.0,1100.0,1,0,0,0,0.0,6200.0
0,0.08198633599999999,28,0,502.0,3614.0,7,0,0,0,0.0,3614.0
0,0.140241235,71,0,0.009570061,7000.0,8,0,0,0,0.0,8300.0
0,0.02459393,53,0,0.08231545400000001,13180.0,3,0,0,0,1.0,2206.0
0,0.052947642,53,0,0.165897498,4116.0,7,0,0,0,0.0,3614.0
0,0.596111551,63,0,0.260094129,4036.0,21,0,0,0,0.0,6833.0
0,0.12228195300000001,43,0,0.617289648,6500.0,13,0,1,0,3.0,5833.0
1,0.784245702,60,0,0.617184084,4573.0,10,0,1,0,0.0,10370.0
0,0.9999999,52,1,0.160593357,3100.0,1,1,0,0,2.0,6200.0
0,0.015873848,84,0,0.011662779,3000.0,11,0,0,0,1.0,1700.0
0,0.99690881,56,1,2.642271546,5000.0,13,0,1,0,1.0,5833.0
0,0.996018516,42,0,0.86525974,1847.0,7,0,0,0,2.0,3614.0
0,0.058462515,41,0,1248.0,8723.0,9,0,1,0,0.0,8723.0
0,0.191938975,50,0,1044.0,4300.0,12,0,1,0,1.0,4300.0
0,0.391022452,54,0,0.610115095,9035.0,10,0,3,0,5.0,21666.0
0,0.051912685,46,0,1.713602781,2300.0,9,0,4,0,0.0,9401.0
0,0.005502587,50,0,0.407504363,4583.0,17,0,1,0,2.0,11105.0
0,0.947443588,30,0,0.131364799,4300.0,2,0,0,0,1.0,3584.0
0,0.027941207000000003,69,0,0.237028099,5800.0,14,0,1,0,0.0,9750.0
0,0.099090091,68,0,0.035197652999999995,15000.0,4,0,0,0,0.0,6250.0
0,0.544067187,84,0,0.439813878,4942.0,8,0,2,0,0.0,12970.0
0,0.001872956,80,0,782.0,7203.0,7,0,1,0,0.0,7203.0
0,0.138630765,63,0,0.45961555,11600.0,7,0,1,0,1.0,7203.0
1,0.8335783590000001,52,0,0.083824821,7968.0,6,0,0,0,1.0,2660.0
0,0.369431528,68,0,0.7527386539999998,1916.0,5,0,1,0,0.0,5000.0
0,0.7995065579999998,44,0,0.367686979,10682.0,9,0,2,0,1.0,28306.0
0,0.057549891,61,0,0.26910343,7550.0,9,0,1,0,0.0,8723.0
1,0.8022328869999998,55,1,1678.0,1300.0,12,0,0,0,0.0,1300.0
0,0.9999999,30,0,0.041828198,4900.0,1,0,0,0,2.0,6200.0
0,0.0,69,0,21.0,3614.0,7,0,0,0,0.0,3614.0
0,0.01332886,56,0,0.0059988,5000.0,5,0,0,0,0.0,3717.0
0,0.6839052090000001,32,0,0.077475789,3200.0,8,0,0,0,0.0,8300.0
0,0.908094884,63,0,256.0,6200.0,1,0,0,0,0.0,6200.0
0,0.29213400300000003,62,0,0.306169965,11166.0,11,0,1,0,1.0,10417.0
0,0.509943661,49,0,0.404731728,7100.0,15,0,0,0,0.0,8500.0
1,0.463443376,42,0,1321.0,7752.0,17,0,0,0,0.0,7752.0
0,0.003866409,76,0,0.113433991,2582.0,11,0,0,0,0.0,1700.0
0,0.047206656,54,0,3672.0,0.0,4,0,1,0,2.0,0.0
0,0.019068757,39,0,0.481903619,5000.0,12,0,1,0,1.0,4300.0
0,0.91250625,40,0,3422.0,4250.0,10,0,2,0,1.0,4250.0
0,0.008422753,33,0,0.170414793,2000.0,6,0,0,0,0.0,2660.0
0,0.28435387100000004,62,0,0.283572143,3000.0,6,0,1,0,0.0,6210.0
1,0.9999999,51,0,0.0,2871.0,1,0,0,1,0.0,6200.0
0,0.554574238,38,0,0.13712326800000002,7000.0,4,0,0,0,0.0,6250.0
0,0.233565757,53,3,0.534116584,6638.0,11,0,2,1,2.0,9891.0
0,0.256043599,71,1,641.0,0.0,5,0,0,0,0.0,3717.0
0,0.529231855,36,0,134.0,3584.0,2,0,0,0,0.0,3584.0
0,0.903409659,42,0,0.127925557,10638.0,6,0,0,0,2.0,2660.0
0,0.182529407,47,0,0.323519609,9000.0,5,0,1,0,3.0,5000.0
0,0.025031752,51,0,0.130561555,9259.0,8,0,1,0,2.0,8333.0
0,0.084472485,41,0,0.45091623,4583.0,7,0,2,0,0.0,9000.0
1,0.8688097309999998,31,4,0.27951115600000004,10800.0,10,0,2,0,0.0,4250.0
0,0.711031802,48,1,0.545771241,10333.0,17,0,2,0,3.0,10160.0
0,0.145122372,26,0,810.0,3717.0,5,0,0,0,0.0,3717.0
0,0.8241543959999998,56,0,0.260789868,6000.0,2,0,0,0,0.0,3584.0
0,0.558295436,47,2,0.65526971,6024.0,15,0,2,0,2.0,3750.0
0,0.019046712,72,0,0.198933689,3000.0,6,0,1,0,0.0,6210.0
0,0.0004614930000000001,61,0,0.00018460400000000002,5416.0,21,0,0,0,0.0,6833.0
0,0.284085817,41,1,0.338356554,3516.0,10,0,0,0,2.0,3000.0
0,0.587179948,45,2,0.528596187,7500.0,11,0,2,0,3.0,9891.0
0,0.049665011,56,0,1606.0,5000.0,5,0,1,0,2.0,5000.0
0,0.9999999,54,0,0.0,3584.0,2,0,0,0,0.0,3584.0
0,0.372219865,28,0,0.503199535,3437.0,7,0,0,0,0.0,3614.0
0,0.351539767,37,0,0.227795367,6000.0,9,0,0,0,0.0,2800.0
0,0.09955656,33,0,1825.0,0.0,4,0,1,0,0.0,0.0
0,0.9999999,52,0,1879.0,7203.0,7,0,1,0,0.0,7203.0
0,0.3994694,61,1,0.434937866,7000.0,12,0,2,0,0.0,8000.0
0,0.314064562,50,0,0.350129974,5000.0,6,0,1,0,1.0,6210.0
0,0.475001724,47,0,0.15705401800000002,8200.0,3,0,0,0,2.0,2206.0
0,0.156468424,43,0,0.029194161,5000.0,7,0,0,0,1.0,3614.0
0,0.132956425,48,0,0.630987182,4446.0,7,0,1,0,2.0,7203.0
0,0.8164761069999998,39,0,0.40721888,8643.0,9,0,2,0,3.0,28306.0
0,0.843419789,49,0,0.131376518,4939.0,4,0,0,1,2.0,6250.0
1,0.108178364,36,0,0.662162162,9397.0,10,0,2,0,1.0,4250.0
0,0.0928365,37,0,0.269141531,6033.0,8,0,1,0,0.0,8333.0
1,0.939146231,35,3,0.072782741,4588.0,16,0,0,1,0.0,7150.0
0,0.9999999,51,1,0.266717518,7865.0,9,0,2,0,0.0,28306.0
0,0.081447141,46,0,0.34242093799999995,2750.0,5,0,1,0,0.0,5000.0
0,0.0,39,0,0.30419199,6416.0,7,0,2,0,0.0,9000.0
0,0.023532408,50,0,0.600721421,3603.0,11,0,1,0,0.0,10417.0
0,0.076767858,76,0,0.438136456,3927.0,7,0,2,0,0.0,9000.0
0,0.006065774,37,0,0.257092863,8000.0,6,0,1,0,3.0,6210.0
0,0.393323586,71,0,0.445729537,4495.0,13,0,0,0,0.0,3913.0
0,0.08719027,52,0,0.366043325,5400.0,10,0,2,0,0.0,4250.0
0,0.223856682,84,0,0.101633656,6916.0,10,0,0,0,0.0,3000.0
0,0.334895803,44,0,0.350540591,16000.0,8,0,2,0,2.0,12970.0
0,0.8924113329999998,30,0,0.299297183,17500.0,11,0,2,0,2.0,9891.0
0,0.489839842,50,0,0.451318585,8000.0,14,0,1,0,4.0,9750.0
0,0.555995251,35,6,0.234306277,2500.0,5,2,0,0,1.0,3717.0
0,0.0,76,0,0.071053934,10104.0,7,0,1,0,0.0,7203.0
0,0.406788377,50,0,0.251833138,16228.0,11,0,1,0,0.0,10417.0
0,0.438481445,40,0,0.45648855,4584.0,7,0,1,0,3.0,7203.0
0,0.050834087,41,0,0.007679386,8333.0,2,0,0,0,0.0,3584.0
0,0.565622918,54,2,1008.0,2800.0,9,0,0,0,0.0,2800.0
0,0.087753992,58,0,0.05038609,18000.0,14,0,1,0,2.0,9750.0
0,0.145828472,70,0,0.21847784899999997,5281.0,4,0,1,0,0.0,0.0
1,0.9487451159999999,41,1,0.927334796,4100.0,13,1,1,2,2.0,5833.0
0,0.009256309,81,0,0.006283919000000001,3500.0,7,0,0,0,0.0,3614.0
0,0.039968178,72,0,0.29344042800000003,3734.0,7,0,0,0,0.0,3614.0
0,0.06567271700000002,64,1,473.0,3614.0,7,0,0,0,2.0,3614.0
0,0.566995037,43,0,0.49958368,1200.0,6,0,0,0,1.0,2660.0
0,0.000677018,53,0,0.000142837,7000.0,14,0,0,0,0.0,1583.0
0,0.0,46,0,0.489404238,2500.0,3,2,0,0,0.0,2206.0
0,0.209462919,34,0,0.379436655,7916.0,14,0,2,0,2.0,10333.0
0,0.104038031,31,0,0.055194805,3695.0,6,0,0,0,0.0,2660.0
0,3050.0,49,0,0.558573571,6000.0,6,0,2,1,2.0,4830.0
0,0.181799383,64,2,0.115668674,8800.0,16,0,2,1,1.0,4500.0
0,0.03359731500000001,56,1,793.0,4635.0,19,0,0,0,0.0,4635.0
0,0.045093865,70,0,0.013993003,2000.0,5,0,0,0,0.0,3717.0
0,0.012302657,68,0,0.020947393,4200.0,6,0,0,0,1.0,2660.0
0,0.9999999,55,0,0.364539716,16000.0,4,0,2,0,0.0,7916.0
0,0.210242101,62,0,384.0,3000.0,10,0,0,0,0.0,3000.0
0,0.0,70,0,922.0,0.0,4,0,1,0,0.0,0.0
0,0.08252838,35,0,0.554481839,3000.0,11,0,2,0,1.0,9891.0
0,0.384630035,28,1,551.5,1.0,4,0,1,0,0.0,0.0
0,0.9999999,26,0,345.0,0.0,5,0,0,0,0.0,3717.0
0,0.181279675,56,0,0.594632768,3539.0,13,0,1,0,0.0,5833.0
0,0.9999999,38,0,0.21603015899999997,6100.0,6,0,0,0,2.0,2660.0
0,0.08239631699999998,45,0,0.110991813,7450.0,16,0,1,0,3.0,9000.0
0,0.019810799,62,0,0.372231289,8577.0,9,0,3,0,2.0,18500.0
0,0.025434672,48,0,0.21218819100000005,9500.0,3,0,1,0,1.0,7200.0
0,0.520958084,25,0,0.205517793,2500.0,3,0,0,0,0.0,2206.0
0,0.018103358,26,0,0.090931018,4145.0,5,0,0,0,0.0,3717.0
0,0.718785152,36,1,0.4381036,10250.0,12,0,2,0,2.0,8000.0
0,0.012947725,53,0,0.30743509,5083.0,11,0,2,0,2.0,9891.0
0,0.786220687,40,0,0.4675356020000001,8285.0,7,0,2,0,2.0,9000.0
0,0.404418326,31,0,0.27373873,10425.0,9,0,2,0,1.0,28306.0
0,0.198769704,58,0,0.280171388,4200.0,6,0,1,0,2.0,6210.0
0,0.586226267,29,0,0.5888108910000001,4700.0,9,0,2,0,1.0,28306.0
0,0.981169805,42,0,0.278658976,5547.0,9,0,2,0,3.0,28306.0
1,0.9999999,24,0,449.0,6200.0,1,1,0,0,0.0,6200.0
0,0.288447442,47,3,0.547426781,8296.0,13,0,3,0,0.0,10000.0
0,0.9896726950000002,31,0,0.33041739600000003,4000.0,13,0,0,1,0.0,3913.0
0,0.299856259,44,1,0.253666066,11660.0,6,0,2,0,3.0,4830.0
0,0.619645917,63,1,0.16671170000000002,3700.0,3,1,0,0,0.0,2206.0
0,0.098173749,59,0,0.149318019,9750.0,9,0,1,0,0.0,8723.0
0,0.651210307,54,1,0.348085449,12404.0,9,0,2,1,2.0,28306.0
0,0.182280936,39,0,0.203597356,9228.0,5,0,2,0,0.0,5989.0
0,0.03223095,72,0,0.00319968,10000.0,4,0,0,0,1.0,6250.0
0,0.017811186,74,0,0.023541452999999997,2930.0,6,0,0,0,0.0,2660.0
0,0.435504673,49,0,0.651623787,2370.0,10,0,0,0,3.0,3000.0
1,0.303299633,42,0,0.426992897,3800.0,8,1,1,0,1.0,8333.0
0,0.02659283,76,0,0.194972147,7000.0,18,0,1,0,0.0,6135.0
0,0.610721891,60,0,0.157710572,4000.0,8,0,0,0,0.0,8300.0
0,0.185831451,58,0,0.535548627,13150.0,24,0,4,0,2.0,18038.0
0,0.08793621800000001,39,0,1459.0,1300.0,12,0,0,0,2.0,1300.0
0,0.6390097020000001,63,0,0.244801285,12454.0,9,0,1,0,0.0,8723.0
0,0.869817037,65,0,0.569454225,11359.0,18,0,1,0,1.0,6135.0
0,0.019692873,43,0,1068.0,8300.0,8,0,0,0,0.0,8300.0
0,0.315939842,68,0,1340.0,4830.0,6,0,2,0,0.0,4830.0
0,0.779895294,49,0,0.5869781310000001,8047.0,14,0,1,0,0.0,9750.0
0,0.246438926,36,0,0.441376027,8400.0,12,0,4,0,2.0,23000.0
0,0.124867196,70,0,0.009831695,6000.0,2,0,0,0,0.0,3584.0
0,0.08425030999999998,49,0,0.036902381,5500.0,10,0,0,0,5.0,3000.0
0,0.199862667,46,2,320.0,8333.0,8,0,1,0,0.0,8333.0
0,0.120147523,65,0,1996.5,1.0,15,0,4,0,0.0,7480.0
1,0.933144232,58,0,0.638429376,5500.0,10,1,1,0,0.0,10370.0
0,0.584406248,43,0,0.337922054,10750.0,10,0,1,0,2.0,10370.0
0,0.103954599,29,0,0.004658385,7083.0,2,0,0,0,0.0,3584.0
0,0.053989099000000006,57,0,0.25551470600000004,2719.0,11,0,0,0,1.0,1700.0
0,0.0,45,0,2250.0,12970.0,8,0,2,0,0.0,12970.0
0,0.064028908,46,0,0.24062075,12500.0,15,0,1,0,0.0,7333.0
0,0.048066607,32,0,0.298713235,5439.0,12,0,1,0,1.0,4300.0
0,0.005045872,63,0,0.006313131,791.0,6,0,0,0,0.0,2660.0
0,0.039760011,65,0,0.00312989,7667.0,7,0,0,0,0.0,3614.0
0,0.034232289,41,0,275.0,1300.0,12,0,0,0,0.0,1300.0
0,0.08921086800000001,79,0,3237.0,21666.0,10,0,3,0,0.0,21666.0
0,0.38863428,27,0,0.113563479,5300.0,5,0,0,0,3.0,3717.0
0,0.10359101400000001,50,0,0.700599943,10500.0,22,0,4,0,1.0,6200.0
0,0.335760379,74,0,0.208930233,5374.0,5,0,0,0,1.0,3717.0
0,0.064390894,76,0,100.0,3717.0,5,0,0,0,1.0,3717.0
0,0.368259989,39,0,0.515105412,4600.0,9,0,1,0,1.0,8723.0
0,0.004484794,47,1,0.34165527799999995,30000.0,8,0,4,0,4.0,19450.0
0,0.0,63,0,555.0,0.0,4,0,1,0,0.0,0.0
0,0.025430726,42,0,0.004999375,8000.0,8,0,0,0,0.0,8300.0
0,0.0,35,4,0.329280156,6167.0,8,0,2,0,1.0,12970.0
0,0.097324585,63,4,0.407331453,3900.0,17,0,1,0,1.0,11105.0
0,0.368069444,67,0,3492.0,28306.0,9,0,2,0,0.0,28306.0
0,0.9999999,62,0,25.0,3584.0,2,0,0,0,0.0,3584.0
0,0.138075884,49,1,0.7635254769999998,5082.0,18,0,2,0,2.0,4588.0
0,0.175248985,38,0,0.055797971,18333.0,6,0,0,0,0.0,2660.0
0,0.040709787,37,0,0.3557263,9630.0,17,0,2,0,3.0,10160.0
0,0.0,80,0,0.289883268,3083.0,6,0,1,0,0.0,6210.0
0,0.0,34,0,1005.0,8333.0,8,0,1,0,0.0,8333.0
0,0.024172862000000003,72,0,0.006397441,2500.0,5,0,0,0,0.0,3717.0
0,0.054683719000000006,48,0,0.217062582,20500.0,8,0,1,0,3.0,8333.0
0,0.057995563,45,0,0.17411526800000002,14834.0,20,0,2,0,2.0,4903.0
0,0.6759291759999999,40,2,0.7556920849999998,8300.0,17,0,1,0,3.0,11105.0
0,0.287526944,62,0,1062.0,1.0,9,0,2,0,0.0,28306.0
0,0.009189462,87,0,0.000849958,20000.0,6,0,0,0,0.0,2660.0
0,0.369844089,36,0,0.733706517,2500.0,11,0,2,0,0.0,9891.0
0,0.025474142,35,0,0.014968656,160000.0,21,0,1,0,2.0,6300.0
0,0.102578754,44,0,0.264255212,3980.0,13,0,1,0,0.0,5833.0
1,1.173509286,33,3,0.430443367,5570.0,13,5,0,2,2.0,3913.0
0,0.558117775,52,0,0.261602452,4567.0,10,0,0,0,0.0,3000.0
0,0.224828131,60,0,2058.0,8000.0,12,0,2,0,0.0,8000.0
0,0.008315938999999998,60,1,28.0,7150.0,16,0,0,0,0.0,7150.0
0,0.031431898,62,0,30.0,6250.0,4,0,0,0,0.0,6250.0
0,0.060327335,63,0,0.103057905,7684.0,10,0,1,0,0.0,10370.0
1,0.9999999,54,2,5001.0,9000.0,7,3,2,3,0.0,9000.0
0,0.015749606,67,0,0.203811746,5141.0,6,0,1,0,1.0,6210.0
0,0.045715905,64,0,0.228626179,6783.0,8,0,1,0,1.0,8333.0
0,0.003151647,74,0,0.005450942,4035.0,8,0,0,0,0.0,8300.0
0,0.009838685,51,0,0.205980066,8427.0,17,0,1,0,0.0,11105.0
0,0.123630225,42,0,0.494712555,5200.0,11,0,2,0,3.0,9891.0
0,0.023026814,35,0,0.000666556,6000.0,4,0,0,0,0.0,6250.0
0,0.818814495,40,1,0.21250595100000005,6300.0,6,0,0,0,2.0,2660.0
0,0.009576136,49,0,19.0,6250.0,4,0,0,0,0.0,6250.0
1,0.8302425109999998,48,1,1360.0,7916.0,4,1,2,2,0.0,7916.0
0,0.7662741609999999,35,1,0.148450491,6614.0,8,0,0,0,0.0,8300.0
0,0.9999999,57,2,0.523066711,3012.0,2,0,1,0,0.0,2751.0
0,0.206041787,48,0,0.016569062,7000.0,6,0,0,0,4.0,2660.0
0,0.117516219,55,0,0.113954418,2500.0,16,0,0,0,0.0,7150.0
0,0.012238197,33,0,0.6301232920000001,3000.0,7,0,1,0,0.0,7203.0
0,0.320926615,43,0,1.133216696,4000.0,9,0,3,0,0.0,18500.0
0,0.473586469,45,0,0.098980204,5000.0,6,0,0,0,0.0,2660.0
0,0.998476336,40,0,0.268872802,2900.0,4,0,0,0,0.0,6250.0
0,0.0064998090000000005,54,0,1421.0,7200.0,3,0,1,0,0.0,7200.0
0,0.434585502,49,0,0.685100548,4375.0,19,0,2,0,2.0,6574.0
1,0.812318607,66,1,1.92453426,3166.0,14,1,2,1,0.0,10333.0
0,0.013095929,51,0,356.0,2206.0,3,0,0,0,0.0,2206.0
0,0.8886271719999999,44,1,0.106489351,10000.0,4,0,0,0,1.0,6250.0
0,0.036393938,68,0,1.306553911,945.0,10,0,2,0,0.0,4250.0
1,0.146471656,75,3,0.225887056,2000.0,7,3,0,0,0.0,3614.0
0,0.055800789,52,0,0.319902229,13500.0,13,0,1,0,1.0,5833.0
0,0.017278968000000002,65,0,0.142558344,9083.0,6,0,1,0,2.0,6210.0
0,0.284904355,39,1,3586.0,9891.0,11,0,2,0,0.0,9891.0
0,0.0,23,0,0.0,820.0,2,0,0,0,0.0,3584.0
0,0.000416655,57,0,0.3643389070000001,7116.0,6,0,2,0,0.0,4830.0
0,0.101499674,39,0,0.175025853,7735.0,5,0,1,0,0.0,5000.0
0,0.0,56,0,1.0433530640000002,6250.0,9,0,3,0,2.0,18500.0
0,0.535191278,53,0,0.372557928,8803.0,3,0,2,0,2.0,8245.0
0,0.031007752000000006,57,0,0.07784649,5497.0,8,0,1,0,0.0,8333.0
0,0.0,28,0,1906.0,5000.0,5,0,1,0,2.0,5000.0
0,0.039128888,58,0,0.348278365,12400.0,7,0,2,0,1.0,9000.0
0,1.022994251,29,0,0.307466196,1700.0,2,0,0,0,1.0,3584.0
1,0.002781775,63,1,0.394614387,13108.0,13,0,5,0,0.0,7900.0
0,0.164413983,65,0,1187.0,7752.0,17,0,0,0,0.0,7752.0
0,0.643552785,26,0,1.249169435,300.0,6,0,0,0,0.0,2660.0
0,0.157335454,75,1,0.419222904,4400.0,22,0,2,0,0.0,23750.0
0,0.9999999,36,0,0.500313283,3191.0,8,0,2,0,0.0,12970.0
0,0.7691535629999998,29,0,0.47696737,3125.0,15,0,0,0,0.0,8500.0
0,0.002782716,47,2,0.000666593,9000.0,10,1,0,0,6.0,3000.0
0,0.035579497,92,0,32.0,3614.0,7,0,0,0,0.0,3614.0
0,0.601785963,39,0,0.464982352,5382.0,8,0,1,0,3.0,8333.0
0,0.406345174,40,0,0.402112467,6721.0,10,0,1,0,0.0,10370.0
0,0.330098647,48,0,0.709572607,4000.0,10,0,2,0,2.0,4250.0
0,0.07149006,63,0,2611.0,5989.0,5,0,2,0,0.0,5989.0
0,0.24431976,65,0,0.35842326700000005,10933.0,9,0,1,0,0.0,8723.0
1,0.068827347,30,2,0.414065104,9000.0,6,0,2,0,0.0,4830.0
0,0.0,52,0,0.59161055,7127.0,4,0,2,0,1.0,7916.0
0,0.010553208,65,0,0.549725137,2000.0,19,0,1,0,0.0,15480.0
0,0.097994933,31,0,0.366275716,5200.0,14,0,1,0,1.0,9750.0
0,0.481458848,64,0,2261.0,7203.0,7,0,1,0,0.0,7203.0
1,0.619557459,24,0,0.009024644,2880.0,1,0,0,0,0.0,6200.0
0,0.051442756,54,0,0.147387447,6085.0,6,0,0,0,0.0,2660.0
0,0.966075258,38,0,0.24831667,4900.0,7,0,0,0,1.0,3614.0
0,0.276023991,53,0,0.266690195,17000.0,10,0,2,0,2.0,4250.0
0,0.026081109,76,0,0.083923706,3669.0,7,0,0,0,0.0,3614.0
0,0.16247500199999998,48,0,0.15142825599999998,9066.0,6,0,1,0,2.0,6210.0
0,0.012187077,70,0,10.0,3717.0,5,0,0,0,0.0,3717.0
0,0.150895824,41,0,0.394598436,7034.0,12,0,2,0,1.0,8000.0
0,0.008597159999999996,74,0,0.006932021,4471.0,11,0,0,0,0.0,1700.0
0,0.003137937,55,0,0.656137545,2500.0,15,0,1,0,0.0,7333.0
0,0.138214363,63,0,0.130962067,25808.0,9,0,2,0,1.0,28306.0
0,0.518261098,59,0,0.370893729,13728.0,19,0,2,0,0.0,6574.0
0,0.028808576,54,0,0.023654439,2916.0,12,0,0,0,0.0,1300.0
0,0.5357463000000001,61,1,0.361928508,75000.0,15,0,7,0,5.0,19783.0
0,0.031022534,53,0,0.308943089,6149.0,8,0,1,0,0.0,8333.0
0,0.112844358,45,0,0.341184313,9000.0,10,0,1,0,3.0,10370.0
0,0.076150108,64,0,0.120106029,27916.0,8,0,4,0,0.0,19450.0
0,0.061150486,78,0,0.013947591,2365.0,3,0,0,0,0.0,2206.0
0,0.005701885,79,0,4.0,3717.0,5,0,0,0,0.0,3717.0
0,0.94480046,43,0,0.8985041019999997,6216.0,18,0,2,0,2.0,4588.0
0,0.8900226989999998,44,0,0.329485834,6670.0,7,0,0,0,2.0,3614.0
0,0.044530967000000005,49,0,0.114659142,6732.0,4,0,1,0,1.0,0.0
0,0.030834811,62,0,0.00289971,10000.0,4,0,0,0,0.0,6250.0
0,0.260806688,34,0,0.092272443,4800.0,7,0,0,0,0.0,3614.0
1,0.997529557,47,1,0.08668942,7324.0,7,0,0,0,0.0,3614.0
0,0.020619835,73,0,372.0,2800.0,9,0,0,0,0.0,2800.0
0,0.240429615,47,1,0.196019975,13416.0,10,0,1,0,0.0,10370.0
0,0.7025884240000001,36,0,0.59122466,3600.0,11,0,1,0,3.0,10417.0
0,0.104127166,53,0,1.229723992,4709.0,11,0,1,0,0.0,10417.0
0,0.8921625609999998,40,0,1.452775775,4160.0,16,0,2,0,3.0,4500.0
0,0.502593588,55,0,0.262661333,13248.0,12,0,1,0,1.0,4300.0
0,0.9999999,28,1,487.0,2206.0,3,0,0,0,0.0,2206.0
0,0.034868996,81,0,0.017391304,4484.0,6,0,0,0,0.0,2660.0
1,0.193486915,54,2,0.678680721,2940.0,10,0,2,0,0.0,4250.0
0,0.735466362,31,0,0.15266996,4250.0,7,1,0,0,1.0,3614.0
0,0.010449478,63,0,1431.0,10417.0,11,0,1,0,0.0,10417.0
0,0.012059081,62,0,0.18283705100000008,9100.0,5,0,1,0,1.0,5000.0
0,0.835118605,56,0,0.318568646,9752.0,7,0,1,0,1.0,7203.0
0,0.011831989,72,0,20.0,3717.0,5,0,0,0,0.0,3717.0
0,0.01063752,81,0,6.371833604,8605.0,6,0,0,0,0.0,2660.0
0,0.570376882,27,0,1.589595376,864.0,5,1,0,0,0.0,3717.0
0,0.0,59,0,1638.0,6210.0,6,0,1,0,0.0,6210.0
0,0.363864433,31,0,0.37438585,9158.0,10,0,2,0,0.0,4250.0
0,0.034481966,82,0,0.257790368,6000.0,6,0,2,0,0.0,4830.0
0,0.9999999,47,0,2061.0,4830.0,6,0,2,0,0.0,4830.0
0,0.593086886,37,1,0.650569886,6667.0,10,0,2,0,3.0,4250.0
0,0.035976542,32,0,0.176974718,7000.0,16,0,0,0,0.0,7150.0
0,0.8611388609999998,46,0,0.014084507,2200.0,3,0,0,0,0.0,2206.0
0,0.011349716,73,0,0.014271151999999999,980.0,3,0,0,0,0.0,2206.0
0,0.309314079,46,0,0.275296627,7500.0,8,0,1,0,1.0,8333.0
0,0.026664692,23,0,0.057247259,820.0,2,0,0,0,0.0,3584.0
0,0.7731560979999998,43,0,0.581135761,7166.0,15,0,1,0,2.0,7333.0
0,0.005671945,49,0,3094.0,4300.0,12,0,1,0,0.0,4300.0
0,0.005831093000000001,70,0,0.10684696699999999,10500.0,14,0,1,0,0.0,9750.0
0,0.146661235,73,0,180.0,1700.0,11,0,0,0,0.0,1700.0
0,0.63976433,64,0,4458.0,4903.0,20,0,2,0,0.0,4903.0
0,0.012833396,68,0,0.033149171,3800.0,8,0,0,0,0.0,8300.0
0,0.14555204,68,0,0.242298533,13016.0,10,0,3,0,0.0,21666.0
0,0.591501118,50,1,0.041494813,8000.0,9,1,0,0,0.0,2800.0
1,0.9999999,52,0,0.0,4200.0,0,1,0,0,5.0,2636.0
0,0.96182011,32,0,0.195915763,4700.0,10,0,0,0,0.0,3000.0
0,0.392342609,66,0,0.739948119,3083.0,16,0,2,0,0.0,4500.0
0,0.087804986,46,0,0.596355427,6200.0,14,0,2,0,1.0,10333.0
0,0.105674431,39,0,0.288435578,20000.0,12,0,2,0,2.0,8000.0
0,0.291338583,36,0,0.183641975,2591.0,10,0,0,0,2.0,3000.0
0,0.07769740999999998,58,0,0.271491403,2500.0,6,0,1,0,1.0,6210.0
0,0.6475782370000001,59,0,0.420116054,7754.0,13,0,1,0,0.0,5833.0
0,0.404334886,53,2,0.394157663,7496.0,11,0,0,0,1.0,1700.0
0,0.744170553,46,0,0.25109956,2500.0,3,0,1,0,0.0,7200.0
1,1.145712783,59,2,569.0,2800.0,9,0,0,0,1.0,2800.0
