Strike ID,Bureau ID,Date,Time,Location,Area,Target,Target Group,Westerners involved,Minimum Total Killed,Mean Total Killed,Maximum Total Killed,Number of deaths,AQ/TB Killed,Minimum civilians killed,Maximum civilians killed,Civilians Killed,Min injured,Max injured,Injured,Minimum children killed,Max children killed,Children Killed,Pakistani approval,Short Summary,Related ID,Notes
133,Ob124,9/14/10,,Qutab Khel,North Waziristan,,Haqqani,,1,4,4,4,,,,,4,4,Unknown,,,,,"Named Haqqani leader among 4 dead when car destroyed in Qutabkhel, North Waziristan.",,
134,Ob125,9/15/10,1/0/00,Darga Mandi,North Waziristan,,Haqqani,,11,14,15,12-15,,5,5,5,1,5,5,,,,,"Up to 15 killed including civilian rescuers in attack on alleged militant compound in Dargha Mandi, North Waziristan.",,
135,Ob126,9/15/10,,Pai Khel,North Waziristan,,,,4,6,7,5-7,,,,Unknown,3,3,3,,,,,"5-7 alleged militants killed in strike on housing compound in Payakhel, North Waziristan.",,
136,Ob53,1/1/10,1/0/00,Ghundikala,North Waziristan,,,,2,3,3,3,,,,Unknown,3,4,3-4,,,,,"3 alleged militants killed when car destroyed in Ghundikala, North Waziristan.",,
137,Ob54,1/3/10,,Mosaki,North Waziristan,,,,5,5,5,5,,1,2,1-2,2,2,2,1,1,1,,"5 killed including 1-2 civilians, in attack on house and car in Mosaki, North Waziristan.",,
138,Ob55,1/6/10,1/0/00,Sanzali,North Waziristan,Hafiz Gul Bahadur,,,5,6,7,5-7,,0,6,0-6,5,5,5,,,,,"5-7 killed, possibly some civilians, in strike on house in Datta Khel, North Waziristan.",,
139,Ob56,1/6/10,1/0/00,Sanzali,North Waziristan,,,,5,7,9,5-9,,5,5,5,3,3,3,,,,,"Up to 9 rescuers killed in attack on house in Datta Khel, North Waziristan.",,
140,Ob57,1/8/10,1/0/00,Tappi,North Waziristan,Hafiz Gul Bahadur,,,5,6,6,5,,5,5,5,3,3,3,1,1,1,,"3-year old girl killed along with 5 suspected militants in attack on houses, Tappi, North Waziristan.",,
141,Ob58,1/9/10,,Ismail Khel,North Waziristan,,,,4,5,5,4-5,"1 al-Qaeda, 1 other",,,,5,5,5,,,,,"Two named militants killed with 3 others in attack on house in Ismail Khel, North Waziristan.",,
142,Ob59,1/9/10,,Shaktoi,North Waziristan,,,,15,17,18,15-18,,,,Unknown,7,14,7-14,,,,,"Failed attack on TTP leader kills up to 18 in Shaktoi, North Waziristan.",,
143,Ob60,1/15/10,1/0/00,Zanani,North Waziristan,,,,5,5,10,5,,,,Unknown,3,3,3,,,,,"5 alleged militants killed in attack on house in Zanani, North Waziristan.",,
144,Ob61,1/15/10,,Shaktoi,North Waziristan,,,,6,6,10,6-10,,,,Unknown,,,Unknown,,,,,"Named TTP commander among 5 killed in Shaktoi, North Waziristan.",,
145,Ob62,1/17/10,,Shaktoi,North Waziristan,,Pakistan Taliban,,14,20,20,At least 20,,,,Unknown,4,4,4,,,,,"4 named TTP commanders among at least 20 killed in attack on house in Shaktoi, North Waziristan.",,
146,Ob63,1/19/10,1/0/00,Deegan,North Waziristan,Hafiz Gul Bahadur,,,5,6,9,5-6,,,,Unknown,4,4,4,,,,,"6 alleged militants killed in strike on house and car in Deegan, North Waziristan.",,
147,Ob64,1/29/10,,Mohammad Khel,North Waziristan,,Haqqani,,2,12,15,9-15,,,,Unknown,4,4,4,,,,,"Up to 15 alleged militants killed in strike on compound in Muhammad Khel, North Waziristan.",,
148,Ob66,2/2/10,,Deegan,North Waziristan,,,,0,23,0,Estimated 23 (possibly spread amongst Ob66-68),,,,Unknown,,,,,,,,"Drone swarm attacks compound killing up to 23 alleged militants. Daigan, Datta Khel area, North Waziristan.",,
149,Ob67,2/2/10,,Mohammad Khel,North Waziristan,,,,0,0,0,Unknown,,,,Unknown,,,Unknown,,,,,"Drones strike locals firing on them. Casualties unknown. Muhammad Khel, North Waziristan.",,
150,Ob68,2/2/10,,Pai Khel,North Waziristan,,,,9,6,9,9,,5,5,5,,,Unknown,,,,,"6 reported civilians killed as they drive to sites of previous attacks. Pai Khel, North Waziristan.",,
151,Ob65,2/2/10,,Toor Narai,North Waziristan,,,,23,0,24,Unknown,,,,Unknown,,,Unknown,,,,,"Attack on village, casualties unknown. Toor Narai, North Waziristan.",,
152,Ob69,2/14/10,1/0/00,Mir Ali,North Waziristan,,,,5,7,7,7,,,,Unknown,4,4,4,,,,,"7 alleged militants killed in strike on house and car in Mir Ali, North Waziristan.",,
153,Ob70,2/15/10,,Tappi,North Waziristan,,,,4,5,5,4-5,1 Taliban,,,Unknown,,,Unknown,,,,,"Named militant among up to 5 killed in attack on car in Tappi, North Waziristan.",,
154,Ob71,2/17/10,,Tabbi,North Waziristan,,,,4,4,4,4,,,,Unknown,2,3,2-3,,,,,"Named al Qaeda operative among 4 killed in strike on guesthouse in  Tapi Khel, North Waziristan.",,
155,Ob72,2/18/10,,Danda Darpakhel,North Waziristan,,,,3,5,5,4-5,1 Taliban,,,,4,4,4,,,,,"3 named militants among up to 5 killed in vehicle in Danda Darpakhel, North Waziristan.",Ob65,
156,Ob73,2/24/10,,Darga Mandi,North Waziristan,,,,5,11,13,5-13,,5,6,5,6,6,6,1,1,1,,"5 civilians, including small child, among up to 13 killed in attack on house and car in Dargi Mandi. North Waziristan.",,
157,Ob74,3/8/10,,Miram Shah,North Waziristan,,,,9,9,9,9,,,,Unknown,2,2,At least 2,,,,,"Nine al Qaeda, including named leader, killed in strike on hotel in Miranshah, North Waziristan.",,
159,Ob75,3/10/10,1/0/00,Mizar Madakhel,North Waziristan,,Hafiz Gul Bahadur,,7,8,8,8,,,,Possibly,12,12,12,,,,,"8 killed in strike on house and car in Madakhel, North Waziristan.",,
160,Ob76,3/10/10,,Mizar Madakhel,North Waziristan,,Hafiz Gul Bahadur,,7,7,7,7,,4,7,4,,,Unknown,,,,,"7 rescuers killed as they try to retrieve dead and injured, Datta Khel, North Waziristan.",Ob75,
161,Ob77,3/16/10,,Datta Khel,North Waziristan,,Hafiz Gul Bahadur,,7,11,11,10-11,8 al-Qaeda,0,0,0-3,2,2,2,,,,,"Up to 11 killed including 8 al Qaeda in Datta Khel, North Waziristan.",,
162,Ob78,3/17/10,1/0/00,Hamzoni,North Waziristan,,Hafiz Gul Bahadur,,3,5,5,5,,,,Possible,4,4,4,,,,,"5 alleged militants killed after two cars attacked in Hamzoni, North Waziristan.",,
163,Ob79,3/17/10,1/0/00,Mizar Madakhel,North Waziristan,,Hafiz Gul Bahadur,,5,5,5,5,,,,Unknown,,,Unknown,,,,,"5 alleged militants killed in strike on car in Mada Khel, North Waziristan.",,
164,Ob80,3/21/10,,Inzar,North Waziristan,,,,5,7,8,5-8,,,,Unknown,,,Unknown,,,,,"5-8 alleged militants killed in Lowari Mandi, North Waziristan.",,
165,Ob81,3/23/10,,Machis,North Waziristan,,,,6,6,6,6,,,,Possible,3,3,3,,,,,"6 alleged militants killed in strike on car and house in Machis, North Waziristan.",,
166,Ob82,3/27/10,,Hurmuz,North Waziristan,,,,4,4,4,4,,0,4,0-4,5,5,5,,,,,"4 alleged militants killed in attack on houses in Hurmaz, North Waziristan.",,
167,Ob83,3/31/10,1/0/00,Tappi,North Waziristan,,,,5,6,6,5-6,,5,6,5-6,2,2,2,1,1,1,,"5 members of a family among up to 6 civilians killed in strike on ex-school in Tappi, North Waziristan.",,
168,Ob84,4/12/10,,Boya,North Waziristan,,,,13,13,13,13,,8,13,8-13,2,3,At least 2,2,2,,,"Between 8 and 13 civilians (and possibly 5 militants) reported killed in Boya, North Waziristan.",,
169,Ob85,4/14/10,1/0/00,Ambar Shaga,North Waziristan,,,,4,4,5,4,,,,Unknown,1,3,1-3,,,,,"4 killed in car in Angar Shaga, North Waziristan.",,
170,Ob86,4/16/10,,Toorikhel,North Waziristan,,,,3,6,4,3-4,,,,0,2,2,0,,,,,"6 alleged militants and rescuers killed in attack in Toor Khel, North Waziristan.",,
171,Ob87,4/24/10,1/0/00,Machi Khel,North Waziristan,,,,7,8,9,7-9,,,,Unknown,,,'Many',,,,,"7-9 alleged militants killed in Machi Khel, North Waziristan.",,
172,Ob88,4/26/10,,Khushali,North Waziristan,,,,3,7,8,6-8,,,,Unknown,3,3,3,,,,,"6-8 killed in attack on Taliban commander’s home in Khushali Toorkhel, North Waziristan.",,
173,Ob89,5/3/10,,Machi Khel,North Waziristan,,,,4,6,6,4-6,,0,2,0-2,0,0,,,,,,"Named German militant among 6 dead, 2 possibly civilians in Mir Ali, North Waziristan.",,
174,Ob90,5/9/10,,Datta Khel,North Waziristan,,,,5,10,10,10,,0,4,4,4,4,4,,,,,"10 killed including 4 reported civilians in attack on house in Datta Khel, North Waziristan.",,
175,Ob91,5/11/10,,Datta Khel,North Waziristan,,,,8,14,14,13-14,,0,4,'Some',12,12,12,,,,,"Villagers among 13-14 dead in attack on car and house in Doga, Datta Khel, North Waziristan.",,
176,Ob92,5/11/10,,Gurwak,North Waziristan,,,,7,11,15,7-15,,0,0,0-5,4,4,4,,,,,"7-15 alleged militants killed in attack on Gorwek, North Waziristan.",,
177,Ob93,5/15/10,,Khyber,Khyber Agency,,,,5,15,15,5-15,,0,2,2,15,15,15,,,,,15 killed including 2 civilians in first known attack on Khyber Agency.,,
178,Ob94,5/21/10,,Boya,North Waziristan,,,,7,11,12,10-12,,5,9,6,7,10,10,3,4,3-4,,"Al Qaeda’s chief finance officer killed with nine others, 6 of them civilians, in Mohammad Khel, North Waziristan.",,
179,Ob95,5/28/10,,Mizai Nari,South Waziristan,,,,8,12,12,8-12,,0,11,Possible,4,4,4,,,,,"12 killed including two named militants and possibly some civilians in Mizai Nara, South Waziristan.",,
180,Ob96,6/10/10,1/0/00,Norak,North Waziristan,,Haqqani?,,2,3,7,7,,4,4,4,3,3,Unknown,,,,,"2 named militants among three killed in Khaddi or Norak, North Waziristan.",,
181,Ob97,6/11/10,,Maizer,North Waziristan,,,,10,14,15,13-15,,,,Possible,10,12,10-12,,,,,"13-15 killed including ‘foreigners’ in Datta Khel, North Waziristan.",,
182,Ob98,6/19/10,1/0/00,Haider Khel,North Waziristan,,,,16,17,17,16-17,,,,,10,18,18,,,,,"Named al Qaeda commander among 16-17 alleged militants killed in Soheel, Mir Ali, North Waziristan.",,
183,Ob99,6/26/10,1/0/00,Khushali,North Waziristan,,Hafiz Gul Bahadur?,,2,3,4,2-4,,,,Unknown,1,3,3,,,,,"2-4 killed in attack on house in Khushali Khel, North Waziristan.",,
184,Ob100,6/27/10,1/0/00,Tabbi,North Waziristan,,,,5,6,6,6,,,,Unknown,4,4,4,,,,,"6 killed, including possible named Taliban commander, in Tappi Torkhel, North Waziristan.",,
185,Ob101,6/29/10,,Kari Kot,South Waziristan,Maulvi Nazir?,Nazir?,,7,9,10,7-10,,,,Unknown,1,4,4,,,,,"Named militant among 7-10 killed in attack on Karikot, South Waziristan.",,
186,Ob127,9/19/10,,Deegan,North Waziristan,,Haqqani,,3,7,9,4-9,,5,5,5,,,Unknown,,,,,"4 alleged Haqqani militants killed and possibly 5 civilians in strike in Deghan, Datta Khel, North Waziristan.",,
187,Ob128,9/20/10,,Darazinda,North Waziristan,,,,3,6,6,6,,0,3,0-3,,,,,,,,"2-3 alleged militants on motorbike and 2-3 rescuers, possibly civilians, killed. Darazinda, North Waziristan.",,
188,Ob129,9/21/10,,Khand Morsak,South Waziristan,Maulvi Nazir,Nazir,,7,8,8,7-8,,,,Unknown,4,5,5,,,,,"7-8 alleged militants killed in attack on car in Khand Morsak, South Waziristan.",Ob130,
189,Ob130,9/21/10,,Azam Warsak,South Waziristan,Maulvi Nazir,Nazir,,0,16,16,16,,,,,,,,,,,,"Failed attack on militant leader (possibly at funeral) kills 16 in Azam Warsak, South Waziristan.",,
191,Ob131,9/25/10,,Datta Khel,North Waziristan,,,,2,4,4,4,,,,,,,,,,,,"3 named al Qaeda including a commander among 4 dead in Miranshah, North Waziristan.",,
192,Ob132,9/26/10,,Lawra Mandi,North Waziristan,,,,4,4,5,4,,,,,2,2,2,,,,,"4 alleged militants killed in attack on truck in Lawra Mandi, Datta Khel.",,
193,Ob133,9/26/10,,Miram Shah,North Waziristan,,,,3,4,5,3-5,,0,0,0-5,1,2,2,,,,,"3-5 killed, possibly civilians, in attack on jeep in Miranshah, North Waziristan.",,
194,Ob134,9/26/10,,Sheerani,North Waziristan,,,,2,3,3,2-3,,0,0,0-3,,,,,,,,"2-3 people unknown killed in attack on vehicle in Sherani, North Waziristan.",,
195,Ob135,9/27/10,,Khushali,North Waziristan,,,,3,4,4,3-4,,,,Unknown,,,,,,,,"3-4 alleged militants killed in strike on house in Khushali Toorikhel, North Waziristan.",,
196,Ob136,9/28/10,,Zeba,South Waziristan,,,,4,4,4,4,,,,Unknown,2,2,,,,,,"4 alleged militants killed in attack on house in Zeba, South Waziristan.",,
197,Ob137,10/2/10,,Asar Village,North Waziristan,,Hafiz Gul Bahadur,,8,10,10,9-10,,,,,2,4,2-4,,,,,"Up to 10 alleged militants killed including (possibly) named TTP commander. Asar, Datta Khel, North Waziristan.",,
198,Ob138,10/2/10,1/0/00,Inzarkas,North Waziristan,,,,7,9,14,8-14,,,,0,2,2,2,,,,,"8-9 people, possibly militants, killed in attack in Inzarkas, North Waziristan.",,
199,Ob139,10/4/10,,Mir Ali,North Waziristan,,,,5,12,9,5-9,,0,3,0-3,2,2,2,,,,,"8 German and 1 British alleged militants killed with possibly 3 civilians in attack on mosque in Mir Ali, North Waziristan.",Ob142,
200,Ob140,10/6/10,,Miram Shah,North Waziristan,,Haqqani,,5,6,11,5-6,,,,Unknown,4,4,4,,,,,"Failed attack on named al Qaeda commander kills 5-6 in Miranshah, North Waziristan.",,
201,Ob141,10/6/10,,Hurmuz,North Waziristan,,,,3,4,5,3-5,,,,Unknown,3,3,Unknown,,,,,"3-5 alleged militants killed in attack on house in Hurmuz, Mir Ali, North Waziristan.",,
202,Ob142,10/7/10,,Khaisoori,North Waziristan,,,,4,4,4,4,,,,Unknown,2,2,2,,,,,"4 alleged militants killed including 1 named al Qaeda operative in Khaisoori, North Waziristan.",Ob139,
203,Ob143,10/8/10,,Mohammad Khel,North Waziristan,,,,4,4,6,4-6,,,,Unknown,,,Unknown,,,,,"4 alleged militants killed in Mohammad Khel, North Waziristan.",,
204,Ob144,10/8/10,,Char Khel,North Waziristan,,,,5,8,8,5-8,,0,4,0-4,,,Unknown,,,,,"8 people killed, some possibly civilians, in attack on house in Charkhel, North Waziristan.",,
205,Ob145,10/10/10,,Shiva,North Waziristan,,,,4,8,9,7-9,,0,0,0-9,3,3,3,,,,,"Double strike in vicinity of refugee camp kills 7-9 people. Shiva, Mir Ali, North Waziristan.",,
206,Ob146,10/13/10,,Datta Khel,North Waziristan,,,,6,11,14,11-14,,3,6,3,,,Unknown,,,,,"Attack on house and car kills up to 11 including rescuers in Datta Khel, North Waziristan.",,
207,Ob147,10/15/10,,Aziz Khel,North Waziristan,,,,4,5,6,4-6,,,,Unknown,3,3,3,,,,,"4-6 alleged militants killed in attack on house in Aziz Khel, North Waziristan.",,
208,Ob148,10/15/10,,Machi Khel,North Waziristan,,,,3,5,5,3-5,,0,0,0-5,,,Unknown,,,,,"5 militants or civilians killed in strike on vehicle in Machi Khel, North Waziristan.",,
209,Ob149,10/18/10,,Datta Khel,North Waziristan,,,,6,7,7,7,,1,1,At least 1,1,6,6,1,1,1,,10 year old boy killed with 6 suspected militants in Danda Darpakhel.,,
210,Ob150,10/27/10,1/0/00,Mir Ali,North Waziristan,,,,2,5,5,4-5,,,,Unknown,1,1,At least 1,,,,,"4-5 alleged militants killed in attack on house in Spinwam, North Waziristan.",,
211,Ob151,10/27/10,1/0/00,Deegan,North Waziristan,,Haqqani,,2,4,4,4,,,,Unknown,1,1,"""Scores""",,,,,"4 alleged militants including westerners killed in Degan, Datta Khel, North Waziristan.",,
212,Ob152,10/28/10,,Ismail Khel,North Waziristan,,Haqqani,,4,7,8,5-8,,0,4,,,,Unknown,,,,,"5-8 alleged militants killed as a body from Ob151 was being moved for a funeral, Ismail Khan, North Waziristan.",Ob153,
213,Ob153,11/1/10,,Haider Khel,North Waziristan,,,,5,6,6,6,,,,Unknown,2,2,2,,,,,"6 alleged militants killed in attack on house in Haider Khel, North Waziristan.",,
214,Ob154,11/3/10,,Qutab Khel,North Waziristan,,,,4,5,5,4-5,,,,Unknown,,,Unknown,,,,,"5 alleged militants killed in strike on car in Qutab Khel, North Waziristan.",,
215,Ob155,11/3/10,,Khaso Khel,North Waziristan,,,,4,5,5,4-5,,,,,,,Unknown,,,,,"4-5 alleged militants killed in strike on car in Khaso Khel, North Waziristan.",,
216,Ob156,11/3/10,,Pai Khel,North Waziristan,,,,4,5,5,4-5,,,,,,,,,,,,"4-5 alleged militants killed in attack on car in Datta Khel, North Waziristan.",,
217,Ob157,11/7/10,,Ghulam Khan,North Waziristan,,,,8,9,9,9,,0,0,Unknown,2,2,At least 2,0,,,,"9 alleged militants killed in strike on house and car in Ghulam Khan, North Waziristan.",,
218,Ob158,11/7/10,,Datta Khel,North Waziristan,,,,3,5,6,4-6,,0,0,0-5,1,4,Many,,,,,"4-5 people/ alleged militants killed in strike on car in Datta Khel, North Waziristan.",,
219,Ob159,11/11/10,,Ghulam Khan,North Waziristan,,,,5,7,8,5-8,,,,Unknown,5,6,5,,,,,"5-8 alleged Taliban killed in strike on house in Ghulam Khan, North Waziristan.",,
220,Ob160,11/13/10,,Miram Shah,North Waziristan,,,,4,4,4,4,,0,4,0-4,1,1,,,,,,"4 civilians or alleged militants killed in car in Miranshah, North Waziristan.",,
221,Ob201,3/16/11,,Datta Khel,North Waziristan,,,,4,5,5,4-5,,,,Unknown,,,Unknown,,,,,"Attack on either house or car kills 4-5 in Datta Khel, North Waziristan.",,
222,Ob202,3/17/11,,Datta Khel,North Waziristan,,,,26,43,42,26-42,,19,38,19-38,14,14,14,0,1,"Yes, according to one source.",,"Attack on tribal meeting kills 32-53, mostly civilians, in Datta Khel, North Waziristan.",,
223,Ob203,4/13/11,,Angor Adda,South Waziristan,Maulvi Nazir,Nazir; Haqqani,,6,7,7,6-7,,0,7,Possibly,6,10,6-10,,,,,"6-7 alleged militants killed in strike on vehicles and building in Angor Adda, South Waziristan.",,
224,Ob204,4/22/11,,Spinwan,North Waziristan,,Hafiz Gul Bahadur,,25,26,26,25-26,,5,9,5-9,2,10,At least 2,3,5,3,,"Up to 25 killed, including 1-8 civilians, in strike on house in Spinwan, North Waziristan.",,
225,Ob205,5/6/11,,Dwa Tooe,North Waziristan,,,,15,17,18,15-18,,6,6,6,4,4,4,,,,,"18 killed, including 6 civilians, when restaurant hit along with targeted religious school in Dwa Tooe, Datta Khel, North Waziristan.",,
226,Ob206,5/10/11,,Angor Adda,South Waziristan,Maulvi Nazir,Nazir,,3,5,5,3-5,,,,,4,4,4,,,,,"4-5 alleged militants killed in strike on vehicle in Angor Ada/ Baghar, South Waziristan.",,
227,Ob207,5/12/11,,Datta Khel,North Waziristan,,,,7,9,8,7-8,,,,,1,1,1,,,,,"8-10 alleged militants killed in strike on van and possibly house in Datta Khel, North Waziristan.",,
228,Ob208,5/13/11,,Doga Mada Khel,North Waziristan,,Hafiz Gul Bahadur,,3,4,5,3-5,,,,Unknown,,,Unknown,,,,,"3-5 alleged militants killed in strike on car in Doga Mada Khel, North Waziristan.",,
229,Ob209,5/16/11,,Sandasa Village,North Waziristan,,AQ,,4,7,10,4-10,,,,Unknown,2,2,2,,,,,"Attack on compound kills 4-10 alleged militants in Sandasa, Mir Ali, North Waziristan.",,
230,Ob210,5/16/11,,Aimarki,North Waziristan,,AQ,,3,5,6,3-6,,,,Unknown,,,Unknown,,,,,"3-6 alleged militants killed in strike on pick-up truck in Mir Ali, North Waziristan.",Ob209,
231,Ob211,5/20/11,,Tappi,North Waziristan,,Haqqani,,4,5,6,4-6,,,,Unknown,,,Unknown,,,,,"4-6 alleged militants killed in attack on moving vehicle in Tappi, North Waziristan.",,
232,Ob212,5/23/11,,Mir Ali,North Waziristan,,Haqqani?,,4,7,7,4-7,,,,,2,2,At least 2,,,,,"7 alleged militants killed in strike on van in Mir Ali, North Waziristan.",,
233,Ob213,6/3/11,,Ghwa Khwa,South Waziristan,Ilyas Kashmiri,,,8,9,12,8-12,,,,Unknown,3,3,3,,,,,"Up to 5 named al Qaeda killed among up to 9 alleged militants in strike on orchard in Ghwa Khwa, South Waziristan.",Ob34,
234,Ob214,6/6/11,1/0/00,Shalam Raghzai,South Waziristan,,,,7,9,9,7-9,,,,Unknown,2,2,2,,,,,"House destroyed killing 8-9 alleged militants in Shalam Ragzhai, South Waziristan.",Ob215,
235,Ob215,6/6/11,1/0/00,Wacha Dana,South Waziristan,,,,8,9,10,8-10,,0,7,0-7,3,3,3,,,,,"8-10 killed, including possibly 7 civilians, in attack on seminary in Wacha Dana, South Waziristan.",Ob214,
236,Ob216,6/6/11,,Darnashtra,South Waziristan,,Hafiz Gul Bahadur,,3,4,5,3-5,,,,Unknown,,,Unknown,,,,,"3-5 alleged militants killed in attack on car in Darnashtra, South Waziristan.",,
237,Ob217,6/8/11,,Zoynari,South Waziristan,,Hafiz Gul Bahadur,,18,21,23,18-23,,,,Unknown,6,6,6,,,,,"18-23 alleged militants killed in attack on compound in Zoynari, South Waziristan.",Ob218,
238,Ob218,6/8/11,,Shawal,South Waziristan,,Hafiz Gul Bahadur,,4,4,4,4,,,,,,,Unknown,,,,,"4 militants or civilians killed in strike on truck in Shawal, South Waziristan.",Ob217,
239,Ob219,6/15/11,,Wana,South Waziristan,Maulvi Nazir,Nazir,,3,10,10,3-10,,,,Unknown,2,2,2,,,,,"Attack on house kills 9-10 alleged militants in Wana, South Waziristan.",,
240,Ob220,6/15/11,,Karez,South Waziristan,,,,0,0,0,0,,,,0,0,0,0,,,,,"None killed as car occupants escape drone strike in Karez, South Waziristan.",,
241,Ob221,6/15/11,,Mir Ali,North Waziristan,,,,5,5,6,5-6,,5,6,5-6,,,,,,,,"4-6 killed, including 4 civilians, in strike on car near Miranshah, North Waziristan.",,
242,Ob222,6/20/11,,Khardand,Kurram Agency,,Haqqani,,7,7,7,7,,2,7,2-7,0,3,0-3,,,,,"7 alleged militants and rescuers killed in strike on car in Khardand, Kurram Agency.",,
243,Ob223,6/20/11,,Zarakai,Kurram Agency,,Haqqani,,3,4,5,3-5,,,,,,,,,,,,"3-5 alleged militants killed in strike on house in Zarakai, Kurram Agency.",,
245,Ob224,6/27/11,,Shawal,South Waziristan,,Pakistan Taliban,,6,9,12,6-12,,,,Unknown,,,Unknown,,,,,"6-12 killed in strike on truck and compound in Shawal, North Waziristan.",,
246,Ob225,6/27/11,,Shakai,South Waziristan,,,,14,18,21,14-21,,0,20,0-20,2,2,At least 2,,,,,"14-21 alleged militants killed in attack on ‘training camp’ in Shakai, South Waziristan.",,
247,Ob161,11/16/10,,Ghulam Khan,North Waziristan,,,,20,20,20,20,,0,9,0-9,,,Unknown,,,Possibly,,"20 reported killed, including possibly women and children, in strike in Ghulam Khan, North Waziristan.",,
248,Ob162,11/19/10,,Norak,North Waziristan,,,,2,4,4,3-4,,,,Unknown,1,1,Unknown,,,,,"3-4 alleged militants killed in strike on car in Naurak, North Waziristan.",,
249,Ob163,11/21/10,,Khaddi,North Waziristan,,,,5,8,9,6-9,,0,3,0-3,,,Unknown,,,,,"6-9 killed including local named militant leader and possibly 3 civilians in Khaddi, North Waziristan.",,
250,Ob164,11/22/10,,Khesoor,North Waziristan,,,,3,6,6,5-6,,,,Unknown,2,3,At least 2,,,,,"5-6 alleged militants killed in strike on car and motorbike in Kaisore, North Waziristan.",,
251,Ob165,11/26/10,,Pir Kelev,North Waziristan,,,,2,4,4,3-4,,1,4,1-3,,,Unknown,1,1,1,,"Up to 4 civilians killed in strike on car in Pir Keley, North Waziristan.",,
252,Ob166,11/28/10,,Hassan Khel,North Waziristan,,,,0,2,4,0-4,,,,,,,,,,,,"0-4 alleged militants killed in successful (or failed) strike on car in Hassan Khel, North Waziristan.",,
253,Ob167,12/6/10,,Khushali,North Waziristan,,,,3,5,5,5,,0,2,2,3,3,3,,,,,"2 alleged militants killed as car destroyed in Khushali, North Waziristan. When survivor flees into nearby shop, drone reportedly destroys store, killing him and 2 shopkeepers.",,
254,Ob169,12/10/10,,Khadar Khel,North Waziristan,,,,4,4,4,4,,,,,2,2,2,,,,,"2 British among 4 alleged militants killed in Khadar Khel, North Waziristan.",,
255,Ob170,12/14/10,,Spalaga,North Waziristan,,,,3,4,4,3-4,,0,4,0-4,,,,,,,,"4 alleged militants or villagers killed in Spalga, North Waziristan.",,
256,Ob171,12/16/10,,Tirah Valley,Khyber Agency,,,,7,7,7,7,,,,Unknown,,,Unknown,,,,,"Named Taliban commander among 7 aleged militants killed in strike in Tirah valley, Khyber Agency.",Ob93,
257,Ob172,12/17/10,,Sandana,Khyber Agency,,,,7,7,15,7,,,,Unknown,7,11,7-11,,,,,"Strike on cars kills 7 in Sandana, Khyber Agency.",,
258,Ob173,12/17/10,,Nakai,Khyber Agency,,Swat Taliban,,11,13,15,11-15,,,,Unknown,2,2,2,,,,,"11-15 alleged Swat TTP killed in strike on compound, Naqai/ Narai, Khyber Agency.",,
259,Ob174,12/17/10,,Speen Drang,Khyber Agency,,Lashkar-e-Islam,,32,32,32,32,,2,2,2,,,Unknown,,,,,"4 named commanders among 30 militants killed. 2 civilians also died, in  Speen Drang, Khyber Agency.",,
260,Ob175,12/27/10,,Shera Tala,North Waziristan,,,,18,22,22,18-22,,,,Unknown,,,Unknown,,,,,"5 local named commanders among 18-22 alleged militants killed near Mir Ali, North Waziristan.",,
261,Ob176,12/27/10,,Machi Khel,North Waziristan,,,,4,4,4,4,,0,0,0-4,,,Unknown,,,,,"4 people killed, status unknown, in strike on vehicle in Machi Khel, North Waziristan.",,
262,Ob177,12/28/10,,Ghulam Khan,North Waziristan,,,,5,6,7,5-6,,,,Unknown,2,2,At least 2,,,,,"5-6 alleged militants killed in Ghulam Khan, North Waziristan.",Ob177,
263,Ob178,12/28/10,,Ghulam Khan,North Waziristan,,,,5,8,12,5-12,,2,4,2,3,3,3,,,,,"4-12 rescuers, reportedly civilians, killed when drones strike again.  Ghulam Khan, North Waziristan.",Ob175,
264,Ob179,12/28/10,,Ghulam Khan,North Waziristan,,,,9,10,10,9-10,,,,,6,6,,,,,,"9-10 killed in strikes on trucks carrying alleged militants, and wounded from previous strikes.  Nawab, Ghulam Khan, North Waziristan.","Ob175, Ob176",
265,Ob180,12/31/10,,Ghulam Khan,North Waziristan,,,,4,6,8,4-8,,,,,,,,,,,,"4-8 alleged Taliban pursued and killed by drone after Afghan raid.  Ghulam Khan, North Waziristan.",,
266,Ob181,1/1/11,,Mandi Khel,North Waziristan,,,,8,8,9,8-9,,,,Unknown,,,Unknown,,,,,"7-9 killed in strike on car and house, Mandi Khel, North Waziristan.",Ob181,
267,Ob182,1/1/11,,Mandi Khel,North Waziristan,,,,5,5,6,5-6,,,,,,,Unknown,,,,,"After waiting two hours with drones still overhead, rescuers attempted to retrieve the dead and injured from Ob180 but were attacked. Up to six people were killed. Mandi Khel, North Waziristan",Ob180,
268,Ob183,1/1/11,,Datta Khel,North Waziristan,,,,4,5,5,4-5,,,,Unknown,,,Unknown,,,,,"4-5 alleged militants killed in attack on car in Datta Khel, North Waziristan.",Ob181,
269,Ob184,1/1/11,,Boya,North Waziristan,,,,4,4,4,4,,,,Unknown,4,4,4,,,,,"4 alleged militants killed in strike on vehicle in Boya or Mohammad Khel, North Waziristan.",,
270,Ob185,1/7/11,,Ghar Laley,North Waziristan,,Hafiz Gul Bahadur,,4,5,6,4-6,,,,0-6,,,Unknown,,,,,"4-6 alleged militants or civilians killed in strike on motorbike and house. Ghar Laley, North Waziristan.",,
